Artikel;Netto;Name DE;Text DE;Name EN;Text EN;Name FR;Text FR;Name IT;Text IT;Name SL;Text SL;Name ES;Text ES;Name NL;Text NL;Name DA;Text DA;Name FI;Text FI;Name SV;Text SV;Bild;Rabattgruppe;Gewicht;id;
06-1010440;75,00;Auflage;;Support;;Support;;Appoggio;;Ležišce;;Apoyo;;;;;;;;;;;Ersatzt;1,65;435780;
06-1010442;339,40;Auflage oben;;Support, top;;Support en haut;;Appoggio superiore;;Ležišce zgoraj;;Apoyo superior;;;;;;;;;;;Ersatzt;2,50;435781;
06-1010444;339,40;Auflage oben;;Support, top;;Support en haut;;Appoggio superiore;;Ležišce zgoraj;;Apoyo superior;;;;;;;;;;;Ersatzt;2,50;435782;
06-1010447;464,00;Verkleidung Frontseite;;Casing, front;;;;Rivestimento di fronte;;;;;;;;;;;;;;;Ersatzt;7,30;437732;
06-1010452;343,90;Auflage oben;;Support, top;;Support en haut;;Appoggio superiore;;Ležišce zgoraj;;Apoyo superior;;;;;;;;;;;Ersatzt;2,75;435783;
06-1010454;343,90;Auflage oben;;Support, top;;Support en haut;;Appoggio superiore;;Ležišce zgoraj;;Apoyo superior;;;;;;;;;;;Ersatzt;2,75;435784;
06-1010456;511,50;Verkleidung Frontseite;;Casing, front;;;;Rivestimento di fronte;;;;;;;;;;;;;;;Ersatzt;8,89;437731;
06-1010461;354,00;Versteifung Türseite;;Reinforcement, door-side;;Renforcement côté porte;;Rinforzo lato porta;;Ojacitev, stran vrat;;Refuerzo lateral de puerta;;;;;;;;;;;Ersatzt;1,05;435785;
06-1010462;283,90;Blende Brennerseite Unterteil;;Blind, burner side bottom;;Cache côté brûleur partie inférieure;;Pannello lato bruciatore inferiore;;Zaslon za stran gorilnika, spodnji del;;Panel inferior lado del quemador;;;;;;;;;;;Ersatzt;1,75;435786;
06-1010464;317,20;Blende Brennerseite Oberteil;;Blind, burner side top part;;Cache côté brûleur partie supérieure;;Pannello lato bruciatore superiore;;Zaslon za stran gorilnika, zgornji del;;Panel superior lado del quemador;;;;;;;;;;;Ersatzt;2,65;435787;
06-1010466;495,60;Verkleidung Frontseite 2;;Casing, front 2;;;;Rivestimento di fronte 2;;;;;;;;;;;;;;;Ersatzt;6,13;437733;
06-1010469;67,30;Versteifungsspande;;Reinforcement frame;;Élément de renforcement;;Rinforzo;;Ojacevalni trakovi;;Refuerzo;;;;;;;;;;;Ersatzt;0,78;435788;
06-1010472;85,20;Türanschlag;;Door stop;;Butée de porte;;Arresto porta;;Okovje za vrata;;Tope de puerta;;;;;;;;;;;Ersatzt;0,30;435789;
06-1010474;71,30;Versteifungsspande G;;Reinforcement frame G;;Élément de renforcement G;;Rinforzo G;;Ojacevalni trakovi G;;Refuerzo G;;;;;;;;;;;Ersatzt;1,08;435790;
06-1010475;365,40;Versteifung Türseite G;;Reinforcement, door-side G;;Renforcement côté porte G;;Rinforzo lato porta G;;Ojacitev, stran vrat G;;Refuerzo lateral de puerta G;;;;;;;;;;;Ersatzt;1,11;435791;
06-1010476;326,20;Blende Brennerseite Oberteil G;;Blind, burner side top part G;;Cache côté brûleur partie supérieure G;;Pannello lato bruciatore superiore G;;Zaslon za stran gorilnika, zgornji del G;;Panel superior lado del quemador G;;;;;;;;;;;Ersatzt;3,40;435792;
06-1010478;290,50;Blende Brennerseite Unten G;;Blind, burner side bottom G;;Cache côté brûleur en bas G;;Pannello lato bruciatore inferiore G;;Zaslon za stran gorilnika, spodnji del G;;Panel inferior lado del quemador G;;;;;;;;;;;Ersatzt;2,00;435793;
06-1010480;511,50;Verkleidung Frontseite 2;;Casing, front 2;;;;Rivestimento di fronte 2;;;;;;;;;;;;;;;Ersatzt;7,30;437728;
06-1010481;511,50;Verkleidung Frontseite 2;;Casing, front 2;;;;Rivestimento di fronte 2;;;;;;;;;;;;;;;Ersatzt;8,88;437729;
06-1010482;279,80;Verkleidung oben WT;;Casing on top HE;;Habillage en haut ET;;Rivestimento superiore scambiatore termico;;Obloga toplotnega izmenjevalnika zgoraj;;Revestimiento superior WT;;;;;;;;;;;Ersatzt;2,44;435794;
06-1010506;50,60;Steuerungskasten C4;;Control box C4;;;;Scatola comando C4;;;;;;;;;;;;;;;Ersatzt;3,70;438581;
06-1010514;40,90;Deckel Luftzuführung;;Cover, air supply;;;;Coperchio alimentazione aria;;;;;;;;;;;;;;;Ersatzt;3,30;437905;
06-1010515;15,70;Deckel Reinigungshebel;;Cover, cleaning lever;;;;Coperchio leva di pulizia;;;;;;;;;;;;;;;Ersatzt;0,65;437833;
06-1010516;8,80;Deckel Fühler BR-Modul;;Cover, sensor combustion chamber module;;;;Coperchio sonda modulo BR;;;;;;;;;;;;;;;Ersatzt;0,04;438188;
06-1010524;27,60;Blende Front links;;Cover, front left;;;;Pannello frontale sinistro;;;;;;;;;;;;;;;Ersatzt;2,60;437915;
06-1010525;23,60;Blende Front rechts;;Cover, front right;;;;Pannello frontale destro;;;;;;;;;;;;;;;Ersatzt;2,00;437916;
06-1010526;28,20;Blende Front oben;;Cover, front top;;;;Pannello frontale sopra;;;;;;;;;;;;;;;Ersatzt;1,70;437902;
06-1010533;66,80;Deckel Steuerungskasten;;Cover, control box;;;;Coperchio scatola di comando;;;;;;;;;;;;;;;Ersatzt;4,25;437912;
06-1010534;47,20;Deckel Wärmetauscher ZSB;;Cover, heat exchanger assembly;;;;Coperchio scambiatore termico ZSB;;;;;;;;;;;;;;;Ersatzt;1,40;437952;
06-1010551;41,90;Türbefestigungswinkel;;Door fastening angle;;;;Angolare di fissaggio porta;;;;;;;;;;;;;;;Ersatzt;1,40;437917;
06-1010552;39,30;Befestigungswinkel Verkleidung;;Fastening angle, casing;;;;Angolare di fissaggio rivestimento;;;;;;;;;;;;;;;Ersatzt;1,35;437904;
06-1010556;42,00;Aschetasse NBG;;Ash cup, riveted component;;;;Piatto di cenere;;;;;;;;;;;;;;;Ersatzt;2,70;438258;
06-1010561;63,00;Bodenwanne;;Floor trough;;;;Vasca di fondo;;;;;;;;;;;;;;;Ersatzt;5,25;438518;
06-1010569;47,20;Isolierung Rückwand;;Rear wall insulation;;;;Isolamento parete posteriore;;;;;;;;;;;;;;;Ersatzt;1,15;437907;
06-1010570;32,90;Isolierung FR-Modul Oben;;Insulation FR module, top;;;;Isolamento modulo FR sopra;;;;;;;;;;;;;;;Ersatzt;0,60;437914;
06-1010604;73,40;Isolierung Deckel Wärmetauscher;;Insulation, cover heat exchanger;;;;Isolamento coperchio scambiatore termico;;;;;;;;;;;;;;;Ersatzt;0,09;437911;
06-1010605;9,20;Isolierung Rückwand Saugzug;;Insulation, rear wall induced draught;;;;Isolamento parete posteriore aspiratore;;;;;;;;;;;;;;;Ersatzt;0,35;437909;
06-1010607;27,60;Türaufhängung unten;;Door hinges, bottom;;;;Sospensione porta sotto;;;;;;;;;;;;;;;Ersatzt;1,00;437903;
06-1010608;318,30;Seitenverkleidung vorne links unten;;;;;;;;;;;;;;;;;;;;;Ersatzt;18,70;439357;
06-1010611;56,40;Deckel WKR;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,50;439190;
06-1010614;321,70;Seitenverkleidung vorne rechts;;;;;;;;;;;;;;;;;;;;;Ersatzt;19,10;439358;
06-1010617;14,50;Isolierung Rückwand unten;;Insulation, rear wall bottom;;;;Isolamento parete posteriore sotto;;;;;;;;;;;;;;;Ersatzt;0,25;437906;
06-1010649;54,60;Magnethaltelasche;;Magnetic holding tab;;;;Scheda di ritegno magnetica;;;;;;;;;;;;;;;Ersatzt;0,02;437764;
06-1010655;139,60;Brennerabdeckung A PE-Modul;;Burner cover A PE module;;;;Copertura bruciatore A modulo PE;;;;;;;;;;;;;;;Ersatzt;2,00;438359;
06-1010656;126,00;Brennerabdeckung B PE-Modul;;Burner cover B PE module;;;;Copertura bruciatore B modulo PE;;;;;;;;;;;;;;;Ersatzt;2,00;438358;
06-1010660;72,50;Anschlussprofil;;Connection profile;;;;Collegamento profilo;;;;;;;;;;;;;;;Ersatzt;0,95;438360;
06-1010665;118,80;Rückwand;;Rear wall;;;;Parete posteriore;;;;;;;;;;;;;;;Ersatzt;1,25;438561;
06-1010667;77,10;Scharnieraufhängung NBG;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,33;438986;
06-1010669;134,70;Seitenwand Links;;;;;;;;;;;;;;;;;;;;;Ersatzt;;439191;
06-1010670;44,60;Kabelkanal PE-Modul;;Cable channel PE module;;;;Condotto cavi modulo PE;;;;;;;;;;;;;;;Ersatzt;0,20;438519;
06-1010680;18,60;Abdeckblech Steuerungskasten C4;;Cover plate, control box C4;;;;Lamiera di copertura scatola di comando C4;;;;;;;;;;;;;;;Ersatzt;1,60;438055;
06-1010683;56,40;Steuerungskasten NBG C4;;Control box, riveted component C4;;;;Scatola di comando NBG C4;;;;;;;;;;;;;;;Ersatzt;3,77;437913;
06-1010715;25,50;Deckel PL-Kanal;;Cover, primary air channel;;;;Coperchio canale Pellet;;;;;;;;;;;;;;;Ersatzt;1,10;437899;
06-1010716;18,90;Kabelabdeckleiste oben;;Cable cover strip, top;;;;Listello copertura cavi sopra;;;;;;;;;;;;;;;Ersatzt;0,30;437901;
06-1010717;8,30;Kabelabdeckleiste seitlich;;Cable cover strip, lateral;;;;Listello copertura cavi laterale;;;;;;;;;;;;;;;Ersatzt;0,29;437900;
06-1010724;16,30;Blende Saugzug;;Cover, induced draught;;;;Pannello aspiratore;;;;;;;;;;;;;;;Ersatzt;0,35;437910;
06-1010725;123,10;Rückwand;;Rear wall;;;;Parete posteriore;;;;;;;;;;;;;;;Ersatzt;6,60;437908;
06-1010731;95,50;Rückwandverkleidung NBG;;Rear wall casing, riveted component;;;;Rivestimento parete posteriore;;;;;;;;;;;;;;;Ersatzt;6,70;438290;
06-1010733;137,40;Seitenverkleidung rechts NBG;;Side casing, right, riveted component;;;;Rivestimento laterale destro;;;;;;;;;;;;;;;Ersatzt;5,75;438291;
06-1010735;118,40;Frontverkleidung NBG;;Front casing, riveted component;;;;Rivestimento frontale NBG;;;;;;;;;;;;;;;Ersatzt;7,41;438259;
06-1010737;95,50;Verkleidungsdeckel NBG;;Casing cover, riveted component;;;;Coperchio rivestimento NBG;;;;;;;;;;;;;;;Ersatzt;4,40;438296;
06-1010740;7,70;Halteblech Endschalter;;Mounting plate, limit switch;;;;Lamiera di fissaggio finecorsa;;;;;;;;;;;;;;;Ersatzt;0,10;438452;
06-1010746;17,50;Halteblech Steckmodul 1 NBG;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,20;439039;
06-1010757;19,40;Aufhängung Steuerungskasten NBG;;Control box bracket, riveted component;;;;Sospensione scatola di comando NBG;;;;;;;;;;;;;;;Ersatzt;1,43;438356;
06-1010763;234,60;Verkleidungsträger 60-80kW SBG;;;;;;Supporto di rivestimento 60-80kW SBG;;;;;;;;;;;;;;;Ersatzt;12,68;438651;
06-1010767;59,40;Trägerwinkel 60-120kW SBG;;;;;;Angolo supporto 60-120kW SBG;;;;;;;;;;;;;;;Ersatzt;2,72;438650;
06-1010770;17,50;Auflagewinkel SBG;;Support angle, welding component;;;;Appoggio angolare SBG;;;;;;;;;;;;;;;Ersatzt;1,33;438190;
06-1010772;231,90;Verkleidungsträger 90-120kW SBG;;;;;;;;;;;;;;;;;;;;;Ersatzt;13,13;439437;
06-1010773;16,60;Aufnahmekonsole SBG;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,49;439327;
06-1010776;222,20;Verkleidungsträger 20-50kW SBG;;;;;;Supporto di rivestimento 20-50kW SBG;;;;;;;;;;;;;;;Ersatzt;10,32;438655;
06-1010778;49,50;Trägerwinkel SBG;;;;;;;;;;;;;;;;;;;;;Ersatzt;2,78;438914;
06-1010780;18,70;Aufnahmekonsole 20-50kW;;;;;;Mensola di cattura 20-50kW;;;;;;;;;;;;;;;Ersatzt;0,44;438654;
06-1010783;61,70;Anschlussprofil vorne;;Connection profile, front;;;;Profilo di connessione anteriore;;;;;;;;;;;;;;;Ersatzt;0,25;438520;
06-1010784;70,50;Anschlussprofil hinten;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,65;438814;
06-1010785;56,00;Verstärkungsprofil;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,95;439179;
06-1010799;26,90;Versteifung Front Verkl-20-50kW;;Reinforcement front casing 20-50kW;;;;Rinforzo frontale rivestimento 20-50kW;;;;;;;;;;;;;;;Ersatzt;1,00;438401;
06-1010809;36,40;Verkleidung oben BK 20-50kW;;Casing, top combustion chamber 20-50kW;;;;Rivestimento sopra BK 20-50kW;;;;;;;;;;;;;;;Ersatzt;2,03;438396;
06-1010810;45,90;Verkleidung oben RLA 20-50kW;;Casing, top return flow boost 20-50kW;;;;Rivestimento sopra RLA 20-50kW;;;;;;;;;;;;;;;Ersatzt;2,90;438384;
06-1010811;45,90;Verkleidung oben WT 20-50kW;;Casing, top heat exchanger  20-50kW;;;;Rivestimento sopra WT 20-50kW;;;;;;;;;;;;;;;Ersatzt;2,70;438398;
06-1010815;15,60;Aufnahme Verklei_Tuer 20kW;;Casing attachment_door 20 kW;;;;Alloggiamento rivestimento porta - 20kW;;;;;;;;;;;;;;;Ersatzt;0,80;439338;
06-1010816;52,60;Blende Brenner Seite A 20-50kW;;Panel burner side A 20-50kW;;;;Pannello bruciatore lato A 20-50kW;;;;;;;;;;;;;;;Ersatzt;2,00;438221;
06-1010818;74,20;Abdeckung RLA bed_seitig 20kW;;Cover return flow boost contr_side 20kW;;;;Copertura RLA entrambi i lati 20kW;;;;;;;;;;;;;;;Ersatzt;3,30;438374;
06-1010822;19,70;Tueranschlag ZSB;;Door stop assembly;;;;Battuta porta ZSB;;;;;;;;;;;;;;;Ersatzt;0,30;439339;
06-1010828;70,60;Verkleidung oberh Brenner;;Casing top burner;;;;Rivestomento sopra bruciatore;;;;;;;;;;;;;;;Ersatzt;4,16;438393;
06-1010829;67,20;Blende Brenner B 20-50kW;;Panel burner B 20-50kW;;;;Pannello bruciatore B 20-50kW;;;;;;;;;;;;;;;Ersatzt;2,18;438220;
06-1010833;145,00;Rueckwand B;;Real wall B;;;;Parete posteriore B;;;;;;;;;;;;;;;Ersatzt;10,24;438395;
06-1010838;152,80;Verkleidung Bedienseite;;Casing, operating side;;;;Rivestimento lato operativo;;;;;;;;;;;;;;;Ersatzt;4,13;438389;
06-1010841;53,50;Verkleidung oben BK;;Casing on top combustion chamber;;;;Rivestimento sopra BK;;;;;;;;;;;;;;;Ersatzt;3,05;438397;
06-1010842;61,20;Verkleidung oben RLA;;Casing on top return flow boost;;;;Rivestimento sopra RLA;;;;;;;;;;;;;;;Ersatzt;3,60;438385;
06-1010843;49,70;Verkleidung oben WT;;Casing on top HE;;;;Rivestimento sopra scambiatore termico;;;;;;;;;;;;;;;Ersatzt;3,20;438399;
06-1010847;45,90;Blende Brenner Seite A;;Panel burner side A;;;;Pannello bruciatore lato A;;;;;;;;;;;;;;;Ersatzt;2,30;438394;
06-1010848;84,10;Abdeckung RLA bedienseitig;;Cover return flow boost, operating side;;;;Copertura RLA lato operativo;;;;;;;;;;;;;;;Ersatzt;4,00;438390;
06-1010849;34,30;Tuerversteifung;;Door reinforcement;;;;Rinforzo porta;;;;;;;;;;;;;;;Ersatzt;1,20;438392;
06-1010850;19,90;Quersversteifung;;Lateral reinforcement;;;;Rinforzo trasversale;;;;;;;;;;;;;;;Ersatzt;0,70;438391;
06-1010858;248,20;Verkleidungstuer NBG;;Casing door, riveted component;;;;Porta rivestimento NBG;;;;;;;;;;;;;;;Ersatzt;26,34;438387;
06-1010866;24,90;Verkleidung oben WT B;;Casing on top heat exchanger B;;;;Rivestimento sopra scambiatore termico B;;;;;;;;;;;;;;;Ersatzt;1,03;438400;
06-1010867;159,10;Verkleidung FS A NBG;;Casing CS A, riveted component;;;;Rivestimento FS A NBG;;;;;;;;;;;;;;;Ersatzt;7,74;438373;
06-1010868;152,70;Verkleidung FS B NBG;;Casing CS B, riveted component;;;;Rivestimento FS B NBG;;;;;;;;;;;;;;;Ersatzt;7,52;438386;
06-1010869;219,20;Verkleidung FS A 90-120kW NBG;;Casing CS A 90-120kW, riveted component;;;;Rivestimento FS A 90-120kW NBG;;;;;;;;;;;;;;;Ersatzt;10,40;439488;
06-1010874;17,70;Verkleidung hinten mitte;;;;;;;;;;;;;;;;;;;;;Ersatzt;517,00;439574;
06-1010895;105,80;Deckel Verkleidung;;;;;;;;;;;;;;;;;;;;;Ersatzt;4,30;438762;
06-1010898;52,90;Verkleidung hinten oben;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,88;438926;
06-1010899;66,20;Verkleidung hinten oben;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,85;439416;
06-1010901;188,10;Verkleidung Seite rechts oben;;;;;;;;;;;;;;;;;;;;;Ersatzt;8,10;438933;
06-1010904;186,60;Verkleidung Seite rechts unten;;;;;;;;;;;;;;;;;;;;;Ersatzt;7,30;439107;
06-1010907;185,10;Verkleidung Seite links oben;;Casing, side, top left;;;;Rivestimento parte sinistra sopra;;;;;;;;;;;;;;;Ersatzt;9,10;438611;
06-1010912;273,40;Verkleidung Seite links unten;;;;;;;;;;;;;;;;;;;;;Ersatzt;5,90;438824;
06-1010933;43,30;Halteblech Schalter;;;;;;;;;;;;;;;;;;;;;Ersatzt;0,23;439500;
06-1011024;38,10;Abdeckung ReZi Standard;;;;;;;;;;;;;;;;;;;;;;2,66;439704;
06-2000014;18,20;Abdeckblech Stirnseitig EF2 vm.;;Cover plate, front side EF2 pre-assembled;;Tôle de recouvrement frontale EF2 prémontée;;Lamiera di copertura lato anteriore EF2 premontata;;Krovna plo?evina, ?elna stran EF2, vnaprej montirana;;Chapa protectora frontal EF2 prem.;;;;;;;;;;;Ersatzt;0,80;435795;
06-2000016;333,80;Seitenwand links 8-12kW EF2 vm.;;Side wall left 8-12kW EF2 pre-assembled;;Panneau latéral à gauche 8-12kW EF2 prémonté;;Parete laterale sinistra 8 -12kW EF2 premontata;;Stranska stena levo 8–12 kW EF2, vnaprej montirana;;Pared izquierda 8-12kW EF2 prem.;;;;;;;;;;;Ersatzt;9,50;435796;
06-2000017;333,80;Seitenwand rechts 8-12kW EF2 vm.;;Side wall, right 8-12kW EF2 pre-assembled;;Panneau latéral à droite 8-12kW EF2 prémonté;;Parete laterale destra 8 -12kW EF2 premontata;;Stranska stena desno 8–12 kW EF2, vnaprej montirana;;Pared derecha 8-12kW EF2 prem.;;;;;;;;;;;Ersatzt;14,63;435797;
06-2000018;154,60;Verkleidungsdeckel EF2 vm.;;Casing cover EF2 pre-assembled;;Couvercle d’habillage EF2 prémonté;;Coperchio di rivestimento EF2 premontato;;Pokrov obloge EF2, vnaprej montiran;;Tapa de revestimiento EF2 prem.;;;;;;;;;;;Ersatzt;6,53;435798;
06-2000019;280,70;Deckblech Frontverkleidung EF2 vm.;;Cover plate, front casing EF2 pre-assembled;;Tôle de recouvrement habillage avant EF2 prémontée;;Lamiera di copertura rivestimento anteriore EF2 premontata;;Krovna plo?evina, sprednja obloga EF2, vnaprej montirana;;Chapa de cubierta revestimiento delantero EF2 prem.;;;;;;;;;;;Ersatzt;6,00;435799;
06-2000020;333,80;Seitenwand links 15-22kW EF2 vm.;;Side wall left 15-22kW EF2 pre-assembled;;Panneau latéral à gauche 15-22kW EF2 prémonté;;Parete laterale sinistra 15 -22kW EF2 premontata;;Stranska stena levo 15–22 kW EF2, vnaprej montirana;;Pared izquierda 15-22kW EF2 prem.;;;;;;;;;;;Ersatzt;11,10;435800;
06-2000021;333,80;Seitenwand rechts 15-22kW EF2 vm.;;Side wall, right 15-22kW EF2 pre-assembled;;Panneau latéral à droite 15-22kW EF2 prémonté;;Parete laterale destra 15 -22kW EF2 premontata;;Stranska stena desno 15–22 kW EF2, vnaprej montirana;;Pared derecha 15-22kW EF2 prem.;;;;;;;;;;;Ersatzt;16,86;435801;
06-2000022;333,80;Seitenwand links 25-35kW EF2 vm.;;Side wall left 25-35kW EF2 pre-assembled;;Panneau latéral à gauche 25-35kW EF2 prémonté;;Parete laterale sinistra 25 -35kW EF2 premontata;;Stranska stena levo 25–35 kW EF2, vnaprej montirana;;Pared izquierda 25-35kW EF2 prem.;;;;;;;;;;;Ersatzt;12,16;435802;
06-2000023;333,80;Seitenwand rechts 25-35kW EF2 vm.;;Side wall, right 25-35kW EF2 pre-assembled;;Panneau latéral à droite 25-35kW EF2 prémonté;;Parete laterale destra 25 -35kW EF2 premontata;;Stranska stena desno 25–35 kW EF2, vnaprej montirana;;Pared derecha 25-35kW EF2 prem.;;;;;;;;;;;Ersatzt;12,75;435803;
06-2000025;75,30;Frontverkleidung Oben SB 8-12kW EF2;;Front casing, top SB 8-12 kW EF2;;Habillage avant en haut SB 8-12kW EF2;;Rivestimento anteriore superiore SB 8-12kW EF2;;Sprednja obloga zgoraj SB 8–12 kW EF2;;Revestimiento delantero superior SB 8-12kW EF2;;;;;;;;;;;Ersatzt;0,78;435804;
06-2000026;85,20;Rückwand Oben 8-12kW EF2;;Rear wall, top;;Panneau arrière en haut;;Parete posteriore superiore;;Zadnja stena zgoraj;;Pared trasera superior;;;;;;;;;;;Ersatzt;2,60;435805;
06-2000027;85,20;Rückwand Unten 8-12kW EF2;;Rear wall, lower;;Panneau arrière en bas;;Parete posteriore inferiore;;Zadnja stena spodaj;;Pared trasera inferior;;;;;;;;;;;Ersatzt;4,00;435806;
06-2000028;75,30;Frontverkleidung Oben SB 25-35kW EF2;;Front casing, top SBG;;Habillage avant en haut SB 25-35kW EF2;;Rivestimento anteriore  superiore SBG;;Sprednja obloga zgoraj SBG;;Revestimiento delantero superior SBG;;;;;;;;;;;Ersatzt;2,65;435807;
06-2000029;85,20;Rückwand Unten 25-35kW EF2;;Lower rear wall 25-35 KW EF2;;Panneau arrière en bas 25-35 KW EF2;;Parete posteriore inferiore 25-35 KW EF2;;Zadnja stena spodaj 25–35 KW EF2;;Pared trasera inferior 25-35 KW EF2;;;;;;;;;;;Ersatzt;4,11;435808;
