Artikel;Netto;id;Name ES
07-1001145;314,40;267518;Bloque boq. der. revest. ignífugo tubo de llama TDS 300kW
07-1001146;70,40;267519;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001147;60,90;267520;Ladrillo moldeado tubo de llama
07-1001148;59,10;267521;Ladrillo moldeado tubo de llama rev. ignífugo
07-1001149;81,60;267522;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001150;174,30;267523;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001151;75,60;267524;Ladrillo moldeado
07-1001153;122,40;267525;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001154;67,90;267526;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001155;46,20;267527;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001157;150,60;267528;Ladrillo moldeado tubo de llama
07-1001158;116,50;267529;Bloque de boquillas tapa revestim. ignífugo
07-1001160;53,80;267530;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001161;44,50;267531;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001162;102,30;267532;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001163;131,20;267533;Ladrillo moldeado tubo de llama revestim. ignífugo
07-1001164;188,20;267534;Ladrillo moldeado tubo de llama
07-1001165;196,00;267535;Ladrillo moldeado tubo de llama
07-1001177;369,80;267536;Disco giratorio parrilla giratoria 300
07-1001178;92,90;267537;Tubo de accionamiento rejilla de combustión TDS 300kW
07-1001181;9,20;267538;Limitación de aire rejilla de combustión TDS 300kW
07-1001182;42,30;267539;Segmento de anillo de ceniza
07-1001183;33,70;267540;Segmento de anillo de ceniza rejilla de combustión
07-1001187;102,10;267541;Brida adaptadora cabezal de fundición tubo cargador Com2
07-1001201;76,10;267542;Casquillo de apoyo para rodamiento USP 1
07-1001203;47,70;267543;Cubierta de motor limpieza plato comb. quemador USP 10-30kW
07-1001204;33,30;267544;Esquema soldadura brida de motor Limpieza plato de combustión
07-1001215;49,00;267545;Soporte para bisagra de puerta
07-1001217;45,10;267546;Riel TDS 300kW
07-1001218;56,70;267547;Esquema de soldadura chapa de carril TDS 300kW
07-1001228;120,40;267548;Conexión abridada 3"
07-1001231;195,40;267549;Sinfín de limpieza cámara de inversión TDS 300kW
07-1001240;151,10;267550;Rueda de accionamiento limpieza
07-1001241;5,30;267551;Disco separador de limpieza
07-1001243;151,60;267552;Rueda de accionamiento limpieza
07-1001251;2.259,00;267553;Quemador de pellets 10-20kW Ex, para S y R con Rotary reja
07-1001252;2.168,00;267554;Quem. pellets 10-20kW premont., para GS/L y V c/parrilla girat.
07-1001253;2.508,60;267555;Quem. pellets 25-30kW premont., para S y R c/parrilla giratoria
07-1001254;2.474,60;267556;Quem. pellets 25-30kW premont., para GS/L y V c/parrilla girat.
07-1001266;2,00;267557;Junta ventilador radial G2E120
07-1001268;3,60;267558;Junta tapa de rodamiento
07-1001276;208,90;267559;Kit reequipamiento tubo cargador USV 30-100kW
07-1001288;88,50;267560;Sección de accionamiento limpiador
07-1001293;12,00;267561;Soporte motor de fase auxiliar
07-1001295;7,70;267562;Rueda de cadena para motor de fase auxiliar
07-1001297;11,30;267563;Chapa de ajuste módulo de soldadura
07-1001304;16,70;267564;Eje de la unidad bisel
07-1001306;548,90;267565;Tornillo sinfín de descarga de parrilla
07-1001308;15,90;267566;Rodamientos para anillo giratorio montado multi Fuego
07-1001311;25,60;267567;Rueda dentada de hierro fundido, motor principal USV
07-1001315;21,60;267568;Limpieza dedo Multiflex
07-1001321;547,70;267569;Esquema de soldadura cabezal canal cargador
07-1001326;2,50;267570;Tapa ciega limpieza de ceniza
07-1001328;47,70;267571;Polea de cadena limpieza cámara de inversión
07-1001333;180,60;267572;Anillo 3 rejilla de combustión TDS
07-1001334;2,80;267573;Anillo separador brida rejilla de combustión TDS 300kW
07-1001341;98,80;267574;Motor montado Multiflex 
07-1001342;73,90;267575;Multiflex bisel unidad pre-ensamblados
07-1001343;66,90;267576;Rejilla Multiflex Forma E 80- 100 kW montada
07-1001344;62,40;267577;Rejilla Multiflex Forma C 50- 60 kW montada
07-1001345;57,30;267578;Rejilla Multiflex Forma C 40-50 kW montada
07-1001346;96,10;267579;Anillo rascador de ceniza forma pellets 50/100 kW
07-1001347;223,90;267580;Plato de combustión astillas completo Forma B 15-30 kW
07-1001348;245,90;267581;Plato de combustión astillas completo Forma C 40-50 kW
07-1001349;360,00;267582;Plato de combustión astillas completo Forma E 80-100 kW
07-1001350;398,00;267583;Plato de combustión pellet completo 50-100 kW
07-1001351;13,30;267584;Soporte vermiculita,  TDS 300 limpiador
07-1001352;10,90;267585;Soporte vermiculita,  TDS 300 limpiador
07-1010001;70,80;267586;Ladrillo moldeado cámara de combustión
07-1010002;138,70;267587;Ladrillo moldeado tubo de llama
07-1010013;6,20;267588;Junta plana
07-1010014;4,50;267589;Placa de obturación apoyo de cargador
07-1010017;21,30;267590;Eje de accionamiento rejilla de combustión
07-1010018;49,10;267591;Anillo de ceniza
07-1010021;6,80;267592;Dedo guía
07-1010022;48,50;267593;Sinfín de accionamiento
07-1010025;79,00;270292;
07-1010027;85,70;267594;Plato de combustión con limpieza 10-20kW
07-1010028;99,40;267595;Plato de combustión con limpieza 25-30kW
07-1010032;8,00;267596;Chapa adaptadora ventilador secundario
07-1010036;5,00;267597;Junta
07-1010037;6,20;267598;Placa de aislamiento cámara de inversión
07-1010038;6,30;267599;Placa de aislamiento cámara de inversión
07-1010039;10,50;267600;Placa de aislamiento cámara de inversión
07-1010040;8,00;267601;Placa de aislamiento cámara de inversión
07-1010046;69,80;267602;Rascador parrilla giratoria
07-1010057;64,10;267603;Pantalla Calor
07-1010059;260,50;267604;Chapa de cubierta sinfín de descarga de parrilla
07-1010060;157,60;267605;Ladrillo moldeado tubo de llama
07-1010061;204,40;267606;Bloque de aislamiento tubo de llama
07-1010081;181,10;267607;Anillo ceniza segmento 5 TDS
07-1010140;20,20;267608;Trampilla de aire
07-1010149;12,60;267609;Cadena de rodillos
07-1010161;66,30;267610;Rueda celular Finishpart
07-1010186;54,60;267611;Tornillo de ceniza
07-1010192;4,80;267612;Junta motor cargador
07-1010218;20,60;267613;Placa de aislamiento inferior
07-1010219;29,30;267614;Placa de aislamiento inferior
07-1010220;16,80;267615;Placa de aislamiento inferior
07-1010221;27,10;267616;Placa de aislamiento inferior
07-1010222;6,90;267617;Chapa separadora cámara de combustión previa
07-1010223;4,50;267618;Pieza separadora bloque de boquillas
07-1010241;183,40;267619;Disco giratorio ranurado
07-1010242;6,10;267620;Restrictores Aire TDS (Quesitos)
07-1010243;26,30;267621;Segmento de anillo de ceniza ranurado
07-1010244;151,00;267622;Anillo exterior parrilla giratoria
07-1010245;96,40;267623;Anillo 7 TDS 240/300
07-1010248;86,50;267624;Anillo 6 TDS 240/300
07-1010251;10,30;267625;Anillo separador 3mm abridado
07-1010252;12,60;267626;Anillo separador 5mm abridado
07-1010253;6,90;267627;Pieza de reequipamiento disco giratorio
07-1010280;51,70;267628;Anillo de ceniza de fundición acabado
07-1010281;4,10;267629;Anillo de ceniza dedo 15-22kW
07-1010282;6,30;267630;Dedo guía acabado
07-1010284;44,40;267631;Segmento anillo de ceniza y rascador
07-1010290;9,10;267632;Empaquetadura para prensaestopas 5x5
07-1010295;25,20;267633;Chapa para plato de combustión 25-30kW
07-1010304;17,00;267634;Brida ciega
07-1010305;12,70;267635;Aislamiento brida ciega
07-1010326;6,60;267636;Junta UB-WT
07-1010331;54,10;267637;Placa de aislamiento lado de la puerta
07-1010332;27,00;267638;Placa de aislamiento lado de combustión
07-1010333;9,10;267639;Junta de fibra de vidrio
07-1010345;53,90;267640;Unidad de accionamiento parrilla giratoria
07-1010351;22,60;267641;Conexión de aire secundario
07-1010355;19,30;267642;Chapa obturadora
07-1010361;96,60;267643;Separador de partículas (cúpula postcombustión refractario)
07-1010362;5,70;267644;Junta para brida cobertora
07-1010363;21,10;267645;Herraje de puerta de caldera
07-1010364;5,60;269971;
07-1010374;23,50;267646;Chapa para plato de combustión 15-22kW
07-1010375;20,60;267647;Chapa para plato de combustión 8-12kW
07-1010376;3,90;267648;Anillo de ceniza dedo 25-35kW
07-1010377;4,50;267649;Anillo de ceniza dedo 8-12kW
07-1010394;16,70;267650;Perno hexagonal parrilla giratoria
07-1010403;23,80;267651;Consola tensor de cadena parrilla giratoria
07-1010407;4,10;267652;Escuadra de fijación detector de proximidad
07-1010413;12,60;267653;Aislamiento disipación térmica
07-1010430;47,60;267654;Ladrillo moldeado tapa
07-1010433;79,80;271092;Aislamiento chapa de sujeción
07-1010435;42,30;272580;Placa aislante
07-1010448;6,30;267655;Empaquetadura de fibra de vidrio
07-1010450;2,60;267656;Cubrejunta de chapa
07-1010454;6,30;267657;Chapa
07-1010472;6,10;269907;
07-1010475;63,60;267658;Tapa de inspección ventilador principal
07-1010481;18,30;267659;Vermiculite
07-1010487;4,20;267660;Vermiculite
07-1010493;51,10;267661;Cubierta ciega quemador
07-1010496;16,00;267662;Aislamiento cubierta ciega
07-1010497;7,50;267663;Rodillo tensor de plástico
07-1010498;9,10;267664;Alojamiento para tensor
07-1010500;6,60;267665;Cierre de aire secundario
07-1010502;9,50;267666;Tapa de limpieza
07-1010506;11,30;267667;Caja de cadena
07-1010518;1,60;267668;Protector de dedos
07-1010524;4,00;267669;Estrangulador de aire principal
07-1010527;4,00;267670;Estrangulador de aire principal 15-22kW
07-1010529;4,00;267671;Estrangulador de aire principal
07-1010531;146,50;267672;Tubo de ceniza extraíble
07-1010532;68,70;267673;Desviador de aire de llenado
07-1010538;512,00;267674;Sinfín cargador - Briqueta
07-1010540;485,10;267675;Sinfín cargador - Briqueta
07-1010550;2,50;267676;Cordón obturador
07-1010561;26,80;267677;Casquillo de aire de lavado
07-1010565;14,20;267678;Aislamiento superior estructura inferior
07-1010566;20,50;267679;Aislamiento trasero estructura inferior
07-1010568;5,20;267680;Aislamiento estructura inferior delante
07-1010573;23,80;267681;Anillo intermedio 5-6
07-1010574;1.805,00;267682;Transmisión ascendente
07-1010582;21,10;267683;Anillo intermedio_4-5
07-1010583;17,00;267684;Anillo intermedio_3-4
07-1010584;13,80;267685;Anillo intermedio_2-3
07-1010585;6,60;267686;Cierre de aire secundario
07-1010586;6,60;267687;Cierre de aire secundario
07-1010593;6,60;267688;Cierre de aire secundario
07-1010594;26,40;267689;Chapa para plato de combustión 35kW
07-1010597;534,70;267690;Cabezal canal cargador
07-1010611;46,20;267691;Ladrillo moldeado tubo de llama
07-1010613;63,70;267692;Ladrillo moldeado tubo de llama
07-1010614;171,50;267693;Ladrillo moldeado tubo de llama
07-1010615;105,60;267694;Ladrillo moldeado tubo de llama
07-1010617;5,20;267695;Manguera de plástico
07-1010631;8,70;267696;Anillo intermedio 1-2
07-1010634;36,80;270053;
07-1010692;48,80;267697;Disco de apoyo
07-1010693;3,40;270076;Consola para transmisor de presión
07-1010694;880,00;267698;Canal de aire secundario TDS 150
07-1010702;187,30;270820;Transmisión del quemador
07-1010704;5,70;267699;Junta transmisión de quemador
07-1010705;13,10;267700;Placa aislante
07-1010713;83,60;270042;
07-1010719;7,60;267701;Chapa rascadora
07-1010722;3,50;267702;Cubrejunta de chapa
07-1010724;565,30;267703;Cabezal transmisión
07-1010729;30,00;267704;Tubo de encendido Igniter USV 40-100kW HG
07-1010730;28,70;267705;Tubo de encendido Igniter USV 15-25kW
07-1010731;16,00;267706;Tubo de encendido Igniter USV 50-100kW PE
07-1010733;46,50;267707;Tubo de encendido Igniter TDS 150kW
07-1010734;19,40;267708;Eje de accionamiento
07-1010743;16,00;267709;Protector motor sist Limpieza TDS 240-300
07-1010745;391,70;267710;Canal de aire secundario TDS 300
07-1010751;171,40;267711;Bloque de boquillas der. TDS 300
07-1010752;132,20;267712;Bloque de boquillas der. TDS 300 arriba
07-1010754;63,60;267713;Ladrillo moldeado tubo de llama
07-1010755;150,60;267714;Bloque de boquillas izq. TDS 300
07-1010756;139,70;267715;Bloque de boquillas izq. superior TDS 300
07-1010757;297,80;267716;Ladrillo moldeado boquillas TDS 150 der.
07-1010758;55,90;267717;Ladrillo moldeado boquillas TDS 150 izq.
07-1010759;337,80;267718;Ladrillo moldeado exterior TDS 150
07-1010760;21,20;267719;Ladrillo moldeado base de boquillas TDS 150
07-1010761;73,50;267720;Ladrillo moldeado tapa de boquillas TDS 150
07-1010767;289,50;267721;Consola de limpieza cámara de inversión
07-1010770;107,90;267722;Rueda de accionamiento limpieza cámara de inversión
07-1010772;111,60;267723;Rueda de accionamiento limpieza cámara de inversión
07-1010774;181,70;267724;Brida de conexión
07-1010777;9,10;267725;Placa de Vermiculite tapa de inspección
07-1010782;5,20;267726;
07-1010783;69,60;267727;Ladrillo moldeado tubo de llama
07-1010786;43,70;267728;Ladrillo de base cámara de combustión
07-1010787;73,80;267729;Chapa de zonas
07-1010788;135,80;267730;Ladrillo moldeado_tubo de llama
07-1010789;299,20;267731;Ladrillo moldeado tubo de llama
07-1010791;56,80;267732;Panel protector
07-1010793;252,00;267733;Chapa de cubierta sinfín de descarga de parrilla
07-1010795;68,20;267734;Casquillo tensor
07-1010803;62,50;267735;Casquillo obturador
07-1010804;51,10;267736;Tubo de encendido Igniter TDS 300kW
07-1010810;635,80;267737;Tornillo sinfín de alimentación del cargador
07-1010813;451,80;267738;Consola de descarga
07-1010819;558,50;267739;Consola abridada transmisión
07-1010822;103,30;267740;escudo de llamas
07-1010826;61,40;267741;Ángulo de apoyo
07-1010828;443,90;267742;Prolongación para sinfín de cargador
07-1010832;10,20;267743;Empaquetadura para prensaestopas
07-1010835;101,40;267744;Cubierta de cúpula parrilla giratoria
07-1010840;5,20;267745;Junta de brida para la conexión de aire
07-1010855;6,60;267746;Chapa distanciadora para transmisión de ascenso EF
07-1010858;2,10;267747;Junta conexión de aire secundario
07-1010859;63,60;267748;Brida de conexión de aire SBG
07-1010865;63,60;267749;Plato de combustión EF1 10-20kW ensamblaje separado.
07-1010866;89,20;267750;Plato de combustión USP 25-30kW ensamblaje separado.
07-1010867;510,80;267751;Sinfín cargador TDS 150
07-1010871;1,80;267752;Casquillo de aislamiento
07-1010873;14,30;267753;Boquilla tubo de encendido
07-1010874;13,00;267754;Tubo de encendido para ejecución de boquilla
07-1010877;13,80;267755;Tubo de encendido transmisión ejec. boquillas
07-1010878;1,90;267756;Casquillo guía
07-1010889;142,00;267757;Segmento anular 4
07-1010896;41,60;267758;
07-1010899;1,30;267759;Manguera de silicona 4x1,5
07-1010900;3,20;267760;Brida plana
07-1010901;6,40;267761;Junta de brida plana
07-1010902;4,00;267762;Junta de espuma de silicona
07-1010903;1,90;267763;Casquillo guía
07-1010904;2,50;267764;Manguera de silicona_4x1_5
07-1010907;5,40;267765;Casquillo distanciador_tensor de cadena
07-1010911;29,10;267766;Juego rueda de cadena con disco de impulsos
07-1010912;44,90;267767;Elemento tensor de cadena
07-1010914;127,90;267768;Ladrillo de base LF UT
07-1010915;135,40;267769;Ladrillo de base LF OT
07-1010916;30,00;270931;
07-1010921;17,90;270282;Chapa abridada para rodamiento G50
07-1010922;2,60;269920;Disco de protección rueda de cadena
07-1010923;41,00;270383;Chapa de alojamiento caja de cadenas G50
07-1010924;49,00;270384;Chapa de caja de cadenas G50
07-1010927;36,90;269919;Chapa de caja de cadenas G30
07-1010931;6,10;269896;Placa de lana mineral
07-1010934;3,40;269947;Fijación para tensor de cadena
07-1010939;59,60;267770;Placa aislante
07-1010944;130,10;270174;Puerta de calderas
07-1010947;6,70;270247;Placa de lana mineral
07-1010949;73,80;267771;Placa aislante
07-1010951;39,00;270246;Bisagra para puerta_60-120kW
07-1010956;203,10;267772;Ladrillo de base con talón
07-1010957;13,80;267773;Junta para tapa de servicio G30
07-1010959;16,60;267774;Cubierta de protección de la cadena TDS 300
07-1010963;20,50;267775;Junta para tapa de servicio G50
07-1010964;10,50;269997;Junta ZRS-SK G50
07-1010965;9,70;267776;Junta para canal del cargador G50
07-1010966;16,30;267777;Cubierta de protección de la cadena TDS 150
07-1010973;38,00;267778;Elemento de bisagra larga_20-50kW
07-1010974;40,60;267779;Elemento de bisagra larga_60-120kW
07-1010975;55,70;270056;Soporte de módulo ZRS
07-1010977;105,80;269964;Canal de cargador G50 SBG
07-1010983;133,50;270329;Canal de cargador G30 SBG
07-1010986;6,30;267780;Junta para canal del cargador G30
07-1010999;107,40;267781;Ladrillo moldeado cámara de combustión
07-1011000;107,40;267782;Ladrillo moldeado cámara de combustión
07-1011003;11,10;267783;
07-1011004;2,00;267784;
07-1011010;3,00;267785;Abrazadera a presión
07-1011014;2,30;267786;Eje para bisagra larga
07-1011015;1,90;267787;Eje para bisagra larga
07-1011025;275,90;267788;Prolongación para sinfín de alimentación
07-1011040;4,10;267789;Boquilla de goma
07-1011042;36,40;267790;
07-1011045;3,30;270525;Manguera de silicona
07-1011052;6,30;267791;Junta para brida de aire secundario
07-1011053;26,20;267792;Tapa_postcombustión
07-1011055;332,10;267793;Ladrillo moldeado tubo de llama
07-1011056;43,80;267794;Tapa para postcombustión
07-1011058;21,80;267795;Rueda de accionamiento
07-1011059;36,80;267796;Ladrillo de base
07-1011061;41,40;267797;Revestimiento superior para cámara de combustión
07-1011063;40,10;267798;Revestimiento superior para cámara de combustión
07-1011064;43,30;267799;Revestimiento lateral para cámara de combustión
07-1011065;197,60;267800;Ladrillo moldeado tubo de llama
07-1011066;202,60;267801;Ladrillo moldeado tubo de llama
07-1011067;78,20;267802;Ladrillo moldeado der. puerta de caldera
07-1011068;78,20;267803;Ladrillo moldeado izq. puerta de caldera
07-1011098;14,50;267804;Rueda de cadena con disco de impulsos
